book_id,cust_id,rating
908,69579,5
683,49133,1
775,14584,2
70,77461,2
808,11522,2
980,72956,4
329,82646,1
364,69939,3
851,15696,1
115,12467,5
622,71919,2
617,45758,3
896,85262,2
307,73926,2
895,60088,1
497,52814,3
759,55771,2
29,37161,3
682,12470,3
870,67432,3
611,79557,3
641,58955,5
335,66339,1
412,59891,4
374,11843,4
564,28746,1
358,76229,4
666,67803,5
128,29241,1
296,13993,3
645,85773,3
173,47361,1
530,77214,3
131,45660,4
265,56779,3
306,13982,4
990,58381,3
148,15038,2
471,63020,4
404,81330,1
900,64915,2
232,72260,4
585,51332,1
930,30075,5
817,48005,5
123,49543,2
530,19345,3
691,80569,5
812,49660,4
380,34577,2
362,71077,4
95,42723,2
584,37561,3
467,56162,2
282,42080,3
714,62129,3
688,62277,3
543,67282,5
671,57282,3
883,47782,4
23,28442,5
248,35806,5
619,24008,1
486,39881,5
691,32221,1
682,48575,2
756,30337,4
256,78778,4
691,15042,1
514,30344,1
439,53635,4
228,83842,5
140,24252,4
121,52537,2
814,84250,3
990,85098,4
3,26920,4
988,11482,4
791,62863,4
91,59883,3
865,43500,3
371,42878,2
703,21139,2
182,21221,5
236,67875,5
66,63600,3
206,43771,4
227,52664,1
784,74404,2
419,38817,2
869,81200,3
253,47857,3
304,38534,5
570,14911,2
448,20269,1
921,47672,1
907,71818,2
568,29215,4
982,58246,1
103,14867,2
329,18450,5
620,27457,5
957,83058,3
81,40725,1
58,55991,5
893,81450,1
2,88867,2
438,89931,1
689,77429,3
465,35782,2
668,74421,4
435,31998,2
249,16932,2
434,81773,1
940,15255,1
614,45945,5
353,52717,1
885,44282,3
799,67265,3
630,58819,4
102,23183,4
658,38578,5
450,76322,5
423,27466,4
956,84129,3
419,35751,3
988,42183,3
229,60538,1
366,71929,5
762,21924,1
162,79939,5
378,51753,5
250,19012,2
316,53101,5
463,74884,2
47,85435,1
957,76185,1
51,71010,2
907,58092,3
145,52753,3
393,67296,5
11,35240,2
28,37696,3
949,78037,2
896,21195,1
15,45664,3
835,44342,4
164,58164,4
771,69206,1
908,47602,2
432,31095,1
774,12699,2
450,86581,5
165,53237,3
373,26861,1
950,81537,3
761,15494,3
119,30716,3
385,30418,3
507,67548,3
835,15770,3
741,72074,1
162,72287,3
343,79985,1
877,71717,4
971,85624,3
642,44124,1
836,60406,3
841,89558,5
126,39626,1
252,25304,3
801,13885,1
398,40646,1
313,26117,5
981,88867,2
918,87130,5
828,67484,2
60,50156,5
110,68573,4
56,21678,2
719,58185,4
722,81904,4
648,26325,3
456,46181,4
315,49341,5
622,84812,2
966,72555,2
754,46669,4
787,52213,3
957,28708,2
841,28533,1
339,88494,4
959,37052,3
883,41826,2
510,40554,1
360,81389,4
677,38406,4
647,84327,5
731,38204,3
234,19568,3
503,53122,3
739,76813,3
20,16248,1
675,37685,3
183,48636,2
884,56458,3
429,64797,3
350,46123,1
342,48886,1
283,88755,3
674,14995,2
398,45024,5
498,34882,2
916,30127,1
567,51424,4
184,64977,5
575,61820,4
369,11580,5
686,61333,3
775,21126,5
638,19806,4
136,14618,4
515,43503,4
446,85636,1
690,55008,1
253,65785,3
517,88281,4
45,47569,4
107,72596,4
396,66293,2
579,51220,1
978,47647,1
882,86573,2
439,87940,5
31,40978,4
537,42565,1
800,52009,4
952,49208,2
892,89293,5
971,82121,3
862,81547,5
83,65852,2
188,46342,2
444,85360,5
734,22137,3
432,64156,1
30,49411,2
845,73672,1
235,84371,5
845,70141,2
334,54540,3
716,68549,3
210,46168,1
843,80722,4
517,22013,1
442,70580,4
106,30986,1
79,87277,5
512,53843,5
97,76012,2
642,76743,5
682,61285,4
22,88506,1
841,60937,2
848,60800,4
176,69208,5
32,77057,2
755,84243,1
857,64281,4
188,40693,2
469,11381,4
204,61162,1
522,65663,2
391,88327,4
514,58209,3
26,18999,5
374,34975,2
327,84216,5
394,31403,5
316,59819,5
182,71552,4
400,69454,5
179,55953,3
100,11406,1
733,59540,5
206,35408,4
516,89475,4
347,10255,5
522,51388,5
952,28179,4
430,49447,2
583,71012,3
792,88954,1
810,16165,4
390,87958,1
55,53346,5
626,44287,2
724,63609,5
650,59008,1
394,52795,1
19,22770,5
862,45960,1
848,13536,5
236,72453,1
30,76253,5
320,72244,1
104,85249,5
218,30777,1
824,68897,4
861,74709,5
505,12977,5
104,70601,5
733,62203,2
33,33954,4
466,22005,5
300,83127,1
162,32978,3
149,52784,4
285,13191,3
873,80943,2
141,22013,4
921,69501,5
768,87555,5
519,10599,2
521,64870,3
765,25361,5
195,89246,4
625,33252,4
101,62041,3
265,65031,5
600,45787,4
706,17392,5
256,56302,1
464,68377,4
779,55869,3
206,36902,4
395,30083,4
935,88840,4
281,47527,2
322,50963,2
445,29490,3
811,41018,4
950,87063,3
201,71723,5
155,88406,4
885,10273,1
139,15305,3
732,50267,3
448,40888,5
814,44820,5
642,15314,1
56,66275,4
159,19779,1
904,64476,2
180,16849,5
446,25450,3
950,74515,2
916,66892,5
770,88217,1
863,15359,4
675,83274,5
330,20919,2
401,13160,3
793,44465,2
948,80222,3
932,73490,1
5,68598,4
658,18293,1
492,69767,2
630,25550,2
368,78295,1
415,28679,5
450,83479,5
518,40310,1
503,20243,3
271,65241,1
55,43675,3
219,50905,5
521,63612,1
157,18691,3
624,62325,1
239,11855,4
3,69322,1
182,54135,1
207,36723,1
606,41622,4
305,32286,5
248,25174,5
174,43975,2
293,52687,3
749,50928,5
45,42871,1
373,69704,1
155,45618,5
837,67729,5
133,59240,4
777,79902,5
855,67485,3
493,44968,5
381,36481,1
561,57702,4
712,53463,4
898,55896,2
905,83457,4
197,23939,2
951,31195,2
120,12791,1
615,45612,4
287,28547,4
381,47686,4
453,28928,4
818,27558,5
156,71137,1
836,82379,3
588,20992,1
642,36941,1
920,40794,5
792,68148,3
59,41036,2
616,60116,1
878,78991,3
182,45475,4
987,44586,1
717,88212,5
711,61893,4
731,46091,3
66,67552,5
594,37537,5
976,85115,1
930,11131,2
773,15328,2
832,26799,5
955,75816,4
714,27257,2
852,23731,2
805,51582,4
487,27204,4
781,34359,3
66,77695,1
780,52893,2
526,25879,1
887,22104,5
342,76951,1
420,41853,4
30,21075,1
539,47718,3
881,53014,4
708,28602,2
545,74333,3
714,80446,1
115,67318,5
380,89356,4
809,85172,2
514,76737,3
563,59006,1
377,87146,5
699,21912,1
587,29460,4
890,62329,3
273,36080,1
695,63392,4
261,62485,1
912,84417,5
586,78387,3
32,49148,4
998,21082,3
734,88860,2
883,18942,1
69,37471,3
406,34863,2
326,61813,2
158,81045,2
427,35981,5
2,31536,5
948,50932,4
262,12512,2
544,87964,4
22,79186,5
966,17506,2
941,70264,5
753,64019,4
983,30270,3
703,49382,3
362,73993,1
59,18091,4
80,12243,1
547,77644,4
111,43617,3
372,50096,2
686,76543,2
581,54428,3
334,49297,2
309,63995,4
319,34344,2
406,10714,2
297,51944,2
432,20606,3
658,36392,2
567,40609,2
759,18215,5
767,40667,2
315,17544,5
607,13036,5
772,88609,5
864,48002,2
834,79745,3
655,62559,4
443,23441,3
527,74346,3
874,47943,3
891,62390,3
608,65212,5
646,65913,2
73,54817,1
369,63343,1
149,58466,2
561,71611,1
319,79748,2
962,11537,1
612,86796,4
607,22992,5
21,31817,2
444,45768,3
478,86482,4
613,15498,3
794,75208,4
166,84462,2
14,77677,5
670,73465,4
794,75726,4
700,38760,3
860,31702,2
922,46509,5
259,64141,5
198,22622,4
608,47010,4
173,63149,2
702,41849,3
808,53737,2
13,50973,4
613,36552,2
348,57764,5
223,25455,4
497,12016,5
999,41172,2
527,78676,5
433,50745,4
957,66101,5
655,60693,4
66,77886,4
139,16814,4
872,58993,4
774,69935,4
304,38580,4
643,45726,1
54,23386,5
584,32212,3
836,31169,1
780,68318,4
273,88895,2
933,88550,3
286,69667,5
289,22417,5
302,16981,2
253,14694,2
53,10054,2
924,13064,5
47,78950,5
209,15524,1
523,45643,1
179,24709,5
509,23385,1
429,70703,5
453,25263,4
727,22625,3
656,75278,4
822,28289,2
9,25366,5
796,47763,5
457,78280,5
759,71767,3
619,61926,2
402,37619,4
800,41608,3
403,85384,2
45,88703,4
675,63615,5
609,29390,3
116,72763,3
542,56371,1
743,79369,5
828,51927,3
341,20612,5
671,69137,3
930,42382,5
754,25225,1
252,34365,1
713,85541,1
804,53155,5
917,65752,1
667,73848,3
668,38447,2
824,22219,1
837,26120,2
756,55657,1
91,82419,2
467,48623,3
778,81393,1
963,26030,1
499,80889,5
667,46994,3
861,80291,4
568,66469,4
971,73611,2
337,79234,2
833,76634,4
55,62422,3
613,45374,5
348,11130,1
592,85508,2
343,46601,1
910,81942,1
290,60270,4
659,20600,3
9,62663,1
597,14473,3
755,15942,1
755,70679,3
570,74617,4
831,81557,3
332,71761,2
815,59511,5
438,63715,1
81,26159,3
810,29069,4
151,18264,2
891,50340,4
34,34303,3
770,27598,2
61,13258,1
993,61306,4
574,17002,5
146,46724,3
189,84585,3
169,39009,5
445,20956,4
469,51805,1
534,65095,4
662,64021,3
222,11843,3
170,18695,2
597,78132,1
408,50953,5
589,38983,2
652,46340,1
674,71964,1
373,12833,2
931,64596,1
119,12018,1
73,48342,1
409,22170,5
630,82144,1
45,38309,3
580,10100,4
914,82654,5
890,87333,4
376,14868,4
229,51095,4
628,54270,2
659,39216,3
59,74706,1
506,69890,4
294,22311,4
544,29985,2
172,30553,2
825,43964,1
759,52892,4
624,37364,1
698,61365,3
420,73953,4
817,51721,3
944,88579,1
761,87966,1
47,24483,1
238,87151,4
505,76354,3
203,84531,2
620,16529,2
137,30834,5
770,85825,4
975,38715,3
137,85626,5
167,60876,3
858,45201,3
461,33774,5
828,72960,4
53,55622,2
802,65640,2
854,24685,3
355,22051,1
433,53224,5
971,37533,5
567,71427,5
935,43920,4
403,15341,2
664,53861,2
128,48662,3
620,31809,4
272,76388,5
1000,72432,4
293,61371,2
454,53043,5
555,17935,3
262,16808,1
505,61627,2
336,69561,2
564,60822,5
199,66966,3
876,13935,3
103,56508,4
447,59723,4
59,24463,1
586,81182,4
435,79959,1
158,23518,1
566,41519,2
383,76738,5
6,44120,1
126,88886,4
975,41590,1
351,74764,5
697,18807,3
377,37294,4
700,80296,5
899,83284,1
703,41796,1
813,36649,4
473,14690,3
630,25394,1
176,56940,3
926,80792,4
545,79221,4
697,60679,1
322,62331,2
782,47476,1
603,50132,2
332,12801,3
573,52031,5
146,61560,1
563,44633,3
552,42872,2
719,45120,4
369,51779,3
435,19216,4
31,27131,3
384,70744,3
427,84462,4
45,61054,4
983,18742,1
114,37597,3
669,36633,4
155,84550,1
822,68232,3
528,28746,3
11,48810,5
212,23359,2
306,14328,5
27,50918,3
511,72469,3
438,28062,5
691,32975,1
248,65099,3
124,81515,5
515,24558,3
861,55573,4
652,87437,2
146,80835,4
517,73593,1
381,70576,5
171,51726,5
859,49865,3
161,87593,4
672,87916,4
916,29080,5
741,60568,1
387,37348,3
982,79808,1
257,16329,5
53,72095,3
740,14139,1
417,46700,2
498,66050,4
328,21019,5
46,85393,4
464,71808,1
630,59373,1
94,80642,2
827,21766,4
716,86453,5
437,43850,5
338,10349,3
932,26853,4
685,83124,5
983,43579,1
805,37110,1
31,78715,4
759,53014,4
862,72921,2
288,56746,2
274,89684,3
323,34760,4
949,84359,4
433,56317,5
218,84003,5
521,89588,3
250,22602,4
295,20670,4
785,29721,3
886,58479,1
196,48486,3
395,61371,3
881,49712,1
551,84874,4
442,35917,2
500,11397,4
302,49347,1
163,31228,1
197,22318,4
751,82331,4
657,30487,3
220,64855,3
514,81933,5
664,39031,3
506,77550,4
452,30017,1
868,52644,3
270,58366,3
220,23101,4
275,35166,3
738,38374,5
616,89501,3
363,38079,1
525,87374,1
674,18737,2
440,23337,1
633,52486,2
430,85359,1
50,78105,4
631,89032,4
194,50573,4
198,20539,5
141,89742,4
708,74661,1
81,13945,1
285,12653,4
485,50243,3
976,55241,5
42,49530,3
344,63443,4
872,81929,4
667,55543,2
720,48590,4
157,16541,1
30,30132,4
329,18793,5
138,21505,3
267,61827,5
357,44095,3
24,28019,1
158,22297,1
232,73543,5
408,64037,4
339,77166,5
719,61327,3
628,50737,5
918,64029,3
850,37021,3
679,56188,4
868,48991,5
651,66871,5
882,22764,4
758,83641,3
976,21491,1
257,31984,3
264,46979,4
640,67665,3
504,12672,5
652,65372,3
834,58717,3
431,10099,3
974,19216,1
934,24198,3
602,76809,5
956,57108,1
483,53581,5
223,31274,5
468,12904,5
459,69271,3
831,88634,1
967,72428,1
526,69978,4
947,61740,1
102,16880,2
110,39512,1
198,74467,4
315,86344,2
125,89406,5
665,48553,4
326,34341,3
298,26832,3
133,76765,3
264,50095,3
73,24155,4
210,18227,4
117,38549,1
999,51460,1
561,81894,2
605,23750,4
904,43649,4
601,74191,5
946,75666,3
674,29377,5
653,44791,4
868,14977,1
252,24773,4
988,14326,1
490,47841,2
171,52413,4
298,37497,4
662,43929,4
73,38479,3
419,40267,3
961,89521,3
144,49792,4
211,20410,4
159,35016,4
638,28247,3
962,60549,2
193,82824,3
827,41125,5
550,50862,3
498,11523,5
487,39371,3
227,68436,3
325,66809,1
461,32952,4
676,30031,3
502,61206,4
469,75034,5
386,83705,4
532,73888,4
920,75514,3
975,18044,4
250,74722,5
458,50511,1
183,31268,4
154,70594,2
832,12354,3
337,87577,1
99,32959,2
204,35083,5
901,10827,4
894,12230,4
971,33595,4
695,40967,5
787,72920,4
660,51869,2
848,86420,5
821,48426,2
667,49717,3
481,78857,4
784,68189,2
134,45517,5
138,80939,2
942,24424,1
589,25154,1
955,61343,1
594,31655,4
408,53712,3
758,46635,1
670,62532,4
157,70763,1
904,51321,2
826,54899,4
772,49053,1
789,21831,3
463,68127,5
138,89076,5
380,61038,4
219,63374,3
720,82365,1
662,66294,5
269,19693,1
27,10012,2
877,82984,3
914,23700,2
437,76475,3
70,11661,3
857,10371,4
717,33999,3
564,15159,2
150,16247,3
619,88244,4
593,36597,1
739,45609,2
114,21711,3
922,10991,1
382,49129,5
500,48822,2
660,36522,1
605,66070,4
725,77933,1
476,64035,4
885,53240,2
226,16031,1
238,59562,1
646,85861,2
779,48932,1
759,42161,1
829,66345,2
790,67559,5
994,29283,5
275,14547,2
796,71237,5
598,71088,1
700,19334,4
342,57064,2
776,11927,3
430,31016,1
670,69317,1
414,12125,1
417,66984,4
191,58467,4
428,18052,5
893,74311,4
396,23962,4
809,83047,5
176,17862,3
231,40920,4
891,51369,3
437,66860,3
863,78428,5
848,14287,4
734,73544,1
771,53525,5
489,25630,1
147,30673,3
623,62561,5
154,63338,5
837,62765,5
393,11340,4
981,80650,2
602,57593,3
401,88822,4
33,28194,3
633,18781,4
941,66877,2
326,80541,4
608,19213,2
42,83918,1
213,70892,3
322,35296,4
667,48875,4
960,60687,1
59,88111,5
871,40599,1
359,86840,4
759,51464,1
569,54342,5
956,51790,5
622,64730,3
961,79176,1
800,59947,1
926,34812,3
989,65571,5
487,14789,5
767,79701,3
189,66338,3
196,13109,5
798,63599,1
374,10925,2
963,82673,2
462,62601,2
705,54883,1
601,37666,5
145,11463,3
298,15103,5
211,89966,3
231,31655,4
54,46526,3
554,88912,1
166,27431,5
568,57989,2
994,70713,3
562,24186,3
7,39822,1
541,80458,2
69,84281,1
721,30954,3
828,72579,3
157,58332,1
634,49986,1
52,13819,1
789,71271,5
774,62234,5
103,44347,4
765,64962,5
352,88900,4
972,10455,5
386,73404,5
422,21865,4
81,22426,5
468,42994,4
114,10974,3
916,37544,5
753,17343,4
922,86129,4
235,15828,2
414,33222,4
366,54478,2
272,16288,2
294,72494,3
20,29127,1
339,35542,2
358,56863,5
418,80858,3
672,61473,5
618,33709,1
897,79665,4
2,54461,3
904,19963,1
632,74110,4
811,76019,4
107,51776,4
698,11343,5
735,26385,3
77,21078,2
79,14280,1
840,16257,5
420,50993,3
916,57790,3
872,38093,5
232,60427,1
69,89682,4
858,69051,5
211,40332,3
686,22076,4
316,23357,2
722,24100,3
351,86449,5
448,60151,2
658,56063,3
35,27762,4
661,85691,4
526,61804,1
786,62188,5
475,52729,3
835,31153,4
400,16930,5
490,56558,1
991,34084,2
883,78270,5
353,23901,4
609,85350,1
210,13788,2
853,58491,1
248,63552,1
153,54091,2
728,31804,4
402,25396,4
487,36576,1
686,12943,5
252,53542,1
643,29461,1
36,62973,3
137,74829,5
689,25501,1
666,47475,5
486,82668,1
663,83350,1
278,55214,4
116,88322,4
811,57897,2
393,53403,2
168,19519,5
1,59834,1
336,71694,2
15,11097,1
357,14946,2
903,13591,5
732,83720,4
788,15161,1
365,28273,5
996,29493,4
334,68117,5
465,51037,4
662,79757,4
552,82686,1
276,60051,2
991,38653,2
196,78339,5
939,56235,1
721,71724,2
148,13052,3
240,47187,4
736,47669,2
84,19041,2
137,64055,5
17,39716,3
791,85278,1
181,81457,1
149,58686,1
344,83821,1
856,56043,5
429,50473,5
960,49726,2
152,84977,5
807,56588,2
307,25499,1
476,20253,2
742,68782,1
420,49214,4
546,75044,3
487,21508,4
138,36352,4
854,26618,3
496,19058,5
581,62454,2
457,52503,1
586,71102,4
851,51971,3
972,53951,2
760,14842,1
44,24552,3
109,58064,4
605,58968,3
16,68565,5
985,53598,5
52,58372,2
799,20833,4
896,20193,3
730,37702,2
880,73607,2
938,76244,4
654,87360,4
744,62524,5
435,64688,5
215,14310,2
210,81638,1
869,82487,1
496,41433,1
503,10421,1
234,65471,3
11,13887,1
319,57746,3
690,47316,1
231,82239,2
240,55788,4
170,37719,5
536,70962,3
954,69219,4
822,15230,4
8,87816,3
15,82263,4
39,79422,4
723,19037,4
830,41177,5
160,67968,4
539,30736,2
604,70372,3
551,53501,2
546,62521,2
889,28151,1
135,36148,2
398,47560,2
696,25222,3
919,34017,4
119,65900,4
677,22978,5
233,29076,4
721,69860,5
256,78581,3
274,82577,4
678,72020,5
782,50105,5
823,26674,5
833,29479,4
675,35638,2
276,11873,4
412,58976,1
492,39258,3
581,55126,3
720,22902,5
607,54627,3
629,46962,2
86,72773,1
878,52470,5
593,31984,5
371,83620,1
530,33712,5
811,17841,2
774,65104,1
663,23387,2
336,13941,5
962,59178,5
734,31377,1
547,84211,5
844,62079,4
936,22182,3
572,38754,5
837,12784,2
699,85372,1
533,80821,4
423,29764,1
428,37369,4
518,12101,3
925,81026,2
432,67079,1
177,84542,5
81,23628,1
958,87974,4
504,64204,2
224,83408,4
860,71355,2
775,23043,1
148,35988,4
671,86634,2
390,55037,5
840,79030,5
910,84826,5
777,66200,1
396,35599,1
960,77523,4
305,12786,3
454,61445,2
278,61896,5
349,61543,3
661,57636,5
447,79399,2
42,72064,2
418,87103,4
737,29569,1
785,62471,3
325,17377,4
309,57165,1
363,24585,2
771,46840,3
794,44828,3
836,72781,1
631,14998,5
660,46042,4
283,81964,3
584,75900,3
106,30748,1
461,39353,1
335,35673,3
645,83055,2
201,60272,1
757,49987,4
485,47355,3
750,50060,4
730,85166,2
673,81437,5
10,38466,3
67,89163,1
514,55139,5
234,57809,4
563,31750,5
931,68756,2
888,64107,4
461,56338,2
807,76123,3
562,55165,1
963,40620,5
668,32994,1
180,82346,2
356,74436,4
65,63849,2
904,84603,1
762,33395,3
141,31743,4
567,10472,1
496,82615,3
35,89737,4
964,29520,2
119,31403,3
402,24804,1
926,22932,5
959,14215,1
962,86223,3
424,77605,3
568,13498,1
767,78182,3
275,22067,3
407,40319,1
884,38002,3
736,59816,1
726,58738,1
47,27476,5
413,17136,2
259,75742,5
522,24911,5
490,66542,3
954,87767,3
410,54719,5
440,62587,1
885,58631,3
773,71111,4
951,74465,4
479,40664,1
484,38936,1
730,88532,2
819,89322,5
386,29330,4
76,33707,3
136,85707,5
638,49421,2
621,34246,3
318,49353,3
672,47912,1
687,46789,3
980,60287,2
61,67061,2
439,13076,4
604,87774,4
494,76411,1
446,23827,4
536,22756,4
304,23290,5
990,26457,2
364,75416,2
675,78141,2
157,82807,1
70,81259,3
376,24429,3
954,28724,4
446,89420,4
341,60538,5
247,53330,2
547,40176,4
883,40220,5
136,22706,4
586,77056,4
591,61095,5
872,13494,2
788,84762,5
863,75489,1
42,34736,2
914,45298,5
581,13711,2
963,48409,2
978,84780,1
318,52534,3
899,14229,2
518,82697,1
779,23122,5
856,74961,1
752,44297,2
500,78506,5
264,41848,4
792,54488,4
328,59209,2
475,84949,1
809,40778,1
958,52989,5
63,23104,2
968,64566,2
411,73075,5
764,70768,3
167,73415,3
276,32409,4
176,40544,2
929,47288,2
623,71680,1
807,26167,2
809,85698,4
131,12950,1
264,30056,5
309,20509,5
4,47538,1
281,84355,5
480,37219,5
588,84663,5
749,38088,3
580,79277,2
16,64477,1
685,18329,3
58,49539,5
112,13047,5
897,27988,2
648,23386,3
454,83163,1
512,76179,2
141,20436,2
247,68330,2
403,50829,1
492,38218,5
729,37337,3
312,38842,3
738,18045,4
795,33137,1
644,58326,2
858,81239,2
769,48382,4
355,21194,4
372,52059,2
731,22366,4
510,62459,1
351,45975,3
615,57119,4
788,88192,4
267,48326,4
133,46911,4
575,79883,2
690,40221,1
189,10186,1
829,19168,2
553,65406,4
572,55815,1
531,13749,1
148,85009,4
485,11273,2
780,20085,4
383,22183,5
698,73230,2
24,82787,2
57,23785,4
872,18342,2
440,51337,1
579,44091,4
149,50192,2
412,17546,4
268,66223,2
274,19359,3
197,82454,3
329,80872,1
974,39727,5
187,47177,2
967,58927,1
922,10090,5
303,16672,1
268,89657,4
349,23559,1
264,22173,1
655,51281,2
372,80528,2
58,28204,5
583,54503,3
445,51426,5
715,53714,3
17,49016,3
614,63722,5
822,16265,2
66,60119,2
295,26928,3
684,59331,1
44,10549,4
911,89664,5
542,65706,4
347,66310,3
760,23524,4
114,55718,5
331,15768,4
500,30752,1
766,39594,4
974,82563,3
241,34340,1
232,78902,2
380,87324,1
334,30553,4
524,46311,1
752,49545,2
271,12130,5
34,18080,2
120,55475,1
560,28126,5
899,27464,4
602,20830,1
256,26650,1
590,83118,5
689,47028,5
518,31039,5
327,50803,5
328,64253,4
734,21317,1
628,50597,1
534,49902,4
927,43261,5
764,15064,3
347,48264,4
255,69498,5
572,49366,1
547,84756,2
557,28738,3
321,40945,5
715,26901,4
502,24893,3
37,65933,3
690,15834,4
875,82367,4
875,79765,5
637,60057,5
107,41102,5
506,49510,5
890,62475,5
133,29892,5
652,46845,2
661,82977,2
924,21787,5
144,85682,2
521,26608,4
151,68843,2
675,68692,5
167,88642,1
844,79077,1
780,10304,4
687,89115,4
567,59486,3
547,22459,3
348,26374,5
669,26827,3
706,35207,1
464,88091,5
372,10248,2
546,70612,3
964,10465,5
237,81776,2
872,49584,4
69,60919,1
703,78495,5
638,50579,3
210,80163,4
741,87097,4
988,25912,2
708,55528,4
110,33529,4
696,11368,4
180,11731,2
680,87222,5
572,46772,4
793,43237,5
659,44294,3
886,88174,3
877,65685,1
481,34066,5
727,14729,1
941,71113,2
923,86811,2
591,74592,3
845,39602,1
546,33283,2
713,65361,4
921,62243,5
760,59816,5
910,38922,4
874,46932,1
433,43841,5
102,16669,4
687,69092,1
780,46880,4
89,89442,3
374,19246,1
556,73133,1
227,85396,1
127,57377,5
819,50805,3
873,38435,3
612,49095,3
134,42563,5
856,43955,4
603,37062,2
688,76273,1
802,17566,5
624,75447,3
894,39792,5
489,76099,2
677,12374,1
91,30311,2
597,27610,3
890,30686,2
635,16145,5
276,86286,5
208,60688,4
841,61195,5
902,24256,2
133,43451,5
903,32170,2
997,50625,1
380,27053,5
167,86776,1
447,30681,4
335,22699,2
871,22812,4
802,34163,1
908,68712,3
955,20665,1
267,62033,1
405,39213,4
392,38217,3
805,65037,3
190,83433,1
636,50452,4
104,19275,2
612,48992,4
375,59263,5
860,12976,4
885,76867,3
145,47612,2
345,55996,5
80,60057,4
575,18665,3
26,84665,4
674,66894,3
549,85943,3
6,85818,5
682,43522,3
386,61382,1
428,77686,4
352,38042,5
995,62608,2
292,82609,1
364,58496,4
42,22072,3
481,14836,4
951,38273,4
293,56409,1
838,40444,2
581,88559,3
507,83957,1
956,70941,5
81,64082,5
537,56418,3
806,45811,5
218,72449,3
348,63350,4
588,24566,4
547,77478,5
123,35072,1
742,86402,5
247,41292,3
940,83414,3
838,20477,3
123,54543,2
111,79054,1
43,31267,2
559,67014,2
445,12672,1
506,20527,1
307,27135,3
581,50951,3
123,28965,4
323,33922,4
497,23521,1
588,40481,5
575,84797,2
334,20310,4
89,41295,2
127,16105,1
395,61906,5
191,56363,5
423,66302,1
88,62661,1
681,22965,3
982,41078,4
377,83228,3
232,64309,1
539,19439,5
299,17519,4
621,83213,2
417,46183,4
955,54658,5
232,62247,1
455,81377,2
138,24016,3
701,52975,1
831,72897,3
392,66722,2
774,37788,3
751,19229,2
41,88285,4
819,14923,1
893,66680,3
226,44122,4
529,83197,5
761,53156,1
723,75396,1
572,44738,4
829,84370,5
67,73939,2
752,69781,5
184,88043,1
230,64927,2
585,85507,3
359,89613,3
716,52819,3
923,45512,4
912,46564,3
547,45308,5
299,83886,2
457,16677,4
77,88614,2
709,28347,5
354,41255,2
962,42736,5
45,64142,3
927,13951,5
268,12644,2
590,66085,4
171,78411,3
674,41721,3
197,43144,1
412,85562,5
813,67214,5
30,15661,1
707,84367,5
493,87872,2
207,64373,3
820,44701,5
608,89998,5
557,40127,3
522,45993,1
688,38050,2
788,81051,4
190,65785,3
269,39129,3
180,85559,3
834,55726,2
1000,83225,3
528,50922,1
119,28483,3
101,59446,2
112,48093,2
380,34634,4
911,15968,3
942,13155,4
862,69984,4
12,76091,3
629,26359,2
635,13869,5
937,73366,3
576,38749,3
303,42826,2
64,33314,5
97,33198,1
807,20368,2
670,44433,1
873,65580,1
96,11054,5
561,78253,2
320,44918,5
378,23715,3
773,16591,4
35,79345,3
343,57379,4
396,58582,4
535,56606,2
463,46193,2
475,78767,5
835,85844,3
642,43951,2
979,19669,5
251,88579,5
858,15231,2
987,21046,2
207,64935,4
675,61550,4
214,81068,1
528,33058,5
412,74003,1
181,57124,4
730,30011,2
23,74492,1
589,56229,1
104,34404,4
770,82961,3
617,57730,4
349,62122,5
663,19918,4
26,16588,3
795,60098,3
244,45359,5
684,37977,3
454,89570,4
943,67296,5
860,82992,2
336,73762,2
754,47976,2
282,77664,3
348,26858,4
26,65807,5
632,33695,3
619,74309,5
650,42058,5
443,30561,2
337,27122,1
511,37499,1
355,37511,2
967,27094,5
348,68824,2
790,62641,3
908,39362,1
935,69537,4
927,51245,1
280,70815,2
596,16854,1
224,69498,5
221,79291,5
697,29288,2
418,41970,5
770,86920,2
838,26451,4
884,47148,4
21,58191,5
513,60864,1
583,43756,1
274,45875,2
246,29078,5
728,74159,2
474,62713,3
453,38505,3
578,26289,5
526,64251,4
96,69525,3
222,83311,1
590,36413,3
780,74485,5
925,26298,3
337,87213,3
668,50213,3
482,75024,1
397,55398,4
354,88697,4
456,11858,3
596,15894,1
725,77544,1
104,61966,2
556,62745,5
945,22513,5
463,88808,5
790,27877,3
710,23154,2
763,78597,2
237,75712,2
240,20080,3
437,40679,4
829,22575,1
673,45580,4
173,23921,5
366,44210,3
759,48655,5
113,63680,1
776,25723,2
13,68438,4
455,75034,2
687,63455,5
61,71630,4
727,14394,3
942,30861,5
952,28754,3
611,20291,2
892,24513,2
411,30086,3
68,10767,5
204,32226,1
489,43744,4
667,20020,4
615,22070,2
192,30654,4
429,36083,4
959,77322,5
675,42834,3
179,62104,5
290,85722,5
726,87940,1
533,33041,4
219,21699,5
777,75624,3
187,83724,4
765,39905,1
988,77291,4
246,40908,3
382,88796,2
35,49714,1
431,66243,5
431,12917,3
892,46836,1
381,87781,4
694,65181,5
381,59685,5
389,67216,3
728,81003,4
328,30814,2
94,41067,2
247,11750,2
795,60541,5
239,61928,2
392,87114,1
44,54951,5
